Symbol,Price,Company name
NSE:EXIDEIND-EQ,NaN,EXIDE INDUSTRIES LIMITED
NSE:EXCEL,3.15,Excel Realty N Infra Limited
NSE:KABRAEXTRU,245.2,Kabra Extrusiontechnik Limited
NSE:SAKUMA,10.6,Sakuma Exports Limited
NSE:GOKEX,226.25,Gokaldas Exports Limited
NSE:LOTUSEYE-EQ,NaN,LOTUS EYE CARE HOSPITAL LIMITED
NSE:PDSMFL,1390,PDS Multinational Fashions Limited
NSE:FARMAXIND,NaN,Farmax India Limited
NSE:INDTERRAIN-EQ,NaN,INDIAN TERRAIN FAS INR2
NSE:MONTECARLO,391.7,Monte Carlo Fashions Limited
NSE:PFRL-EQ,NaN,ADITYA BIRLA FASH INR10
NSE:FARMAXIND-BE,NaN,FARMAX INDIA LTD INR1
NSE:PDSMFL-EQ,NaN,PDS MULTINATIONAL INR10
NSE:SUNDRMFAST,943.05,Sundram Fasteners Limited
NSE:INDTERRAIN,48.65,Indian Terrain Fashions Limited
NSE:MONTECARLO-EQ,NaN,MONTE CARLO FASHIO INR10
NSE:FLFL,64.6,Future Lifestyle Fashions Limited
NSE:FLFL-EQ,NaN,FUTURE LIFESTYLE F INR2
NSE:FCSSOFT-EQ,NaN,FCS SOFTWARE SOLUT INR1
NSE:FCSSOFT,1.6,FCS Software Solutions Limited
NSE:FCEL-EQ,NaN,FUTURE CONSUMER EN INR6
NSE:FCL,125.35,Fineotex Chemical Limited
NSE:FDC,356.85,FDC Limited
NSE:RELCNX100-EQ,NaN,RELIANCE MUTUAL FD RELIANCE ETF
NSE:FDC-EQ,NaN,FDC LIMITED
NSE:FMGOETZE,277,Federal-Mogul Goetze (India) Limited
NSE:UTIFEFRGR1-MF,NaN,UTI MUTUAL FUND FEF-S-I-1100D R
NSE:FEDERALBNK,96.05,The Federal Bank Limited
NSE:GSFC,137.3,Gujarat State Fertilizers & Chemicals Limited
NSE:SHREEPUSHK,241,Shree Pushkar Chemicals & Fertilisers Limited
NSE:FEDERALBNK-EQ,NaN,THE FEDERAL BANK LIMITED
NSE:ROHITFERRO,11.7,Rohit Ferro-Tech Limited
NSE:MADRASFERT-EQ,NaN,MADRAS FERTILIZERS INR10(DEMAT)
NSE:FEDDERLOYD,NaN,Fedders Electric and Engineering Limited
NSE:IMPEXFERRO,1.2,Impex Ferro Tech Limited
NSE:SHREEPUSHK-BE,NaN,Shre Push Chem & Fert Ltd
NSE:SHREEPUSHK-EQ,NaN,SHREE PUSHKAR CHEM INR10
NSE:CHAMBLFERT,389.9,Chambal Fertilisers and Chemicals Limited
NSE:NFL,59.35,National Fertilizers Limited
NSE:ROHITFERRO-EQ,NaN,ROHIT FERRO-TECH INR10
NSE:MADRASFERT,31.25,Madras Fertilizers Limited
NSE:SRTRANSFI,NaN,Shriram Transport Finance Co. Ltd.
NSE:SRTRANSFIN,1391.8,Shriram Transport Finance Company Limited
NSE:SARLAPOLY,56.6,Sarla Performance Fibers Limited
NSE:NAHARPOLY-EQ,NaN,NAHAR POLY FILMS LIMITED
NSE:INDUSFILA,NaN,Indus Fila Limited
NSE:IBULHSGFIN,246.3,Indiabulls Housing Finance Limited
NSE:FSL,216.3,Firstsource Solutions Limited
NSE:FINANTECH,NaN,63 Moons Technologies Limited
NSE:INDUSFILA-BE,NaN,INDUS FILA LIMITED
NSE:FINCABLES-EQ,NaN,FINOLEX CABLES LIMITED
NSE:LFIC-BE,NaN,Lakshmi Fin Ind Corp Ltd
NSE:CONSOFINVT-EQ,NaN,CONSOLIDATED FINVE INR10
NSE:GICHSGFIN,161.95,GIC Housing Finance Limited
NSE:CAMLINFINE,189.3,CAMLIN FINE SCIENC INR1
NSE:CONSOFINVT,169,Consolidated Finvest & Holdings Limited
NSE:JMFINANCIL,94.4,JM Financial Limited
NSE:SUNDARMFIN,2460,Sundaram Finance Limited
NSE:LAKSHMIFIN-BE,NaN,LAKSHMIFIN-BE.NS
NSE:NAHARCAP,296.1,Nahar Capital and Financial Services Limited
NSE:OFSS-EQ,NaN,ORACLE FINANCIAL SERVICES SOFTW
NSE:FIEMIND-EQ,NaN,FIEM INDUSTRIES LIMITED
NSE:L&TFH-EQ,NaN,L&T FINANCE HOLDINGS LIMITED
NSE:GLFL,3.2,Gujarat Lease Financing Limited
NSE:GINNIFILA-EQ,NaN,GINNI FILAMENTS LIMITED
NSE:GUJSTATFIN-BT,NaN,GUJARAT STATE FINANCIAL CORPORA
NSE:FILATEX,116.85,Filatex India Limited
NSE:TCIFINANCE,5.3,TCI Finance Limited
NSE:NAHARPOLY,249.85,Nahar Poly Films Limited
NSE:FINANTECH-EQ,NaN,FINANCIAL TECHNOLOGIES (INDIA)
NSE:NITINFIRE,1.25,Nitin Fire Protection Industries Limited
NSE:PFC-EQ,NaN,POWER FINANCE CORPORATION LIMIT
NSE:GICHSGFIN-EQ,NaN,GIC HOUSING FINANCE LIMITED
NSE:MOTILALOFS,921.25,Motilal Oswal Financial Services Limited
NSE:NAVINFLUOR-EQ,NaN,NAVIN FLUORINE INT INR2
NSE:GUJFLUORO,NaN,Gujarat Fluorochemicals Limited
NSE:NAVINFLUOR,3960.55,Navin Fluorine International Limited
NSE:FLEXITUFF,18.55,Flexituff International Limited
NSE:LTMFXTG-MF,NaN,L&T MUTUAL FUND FMP GRWT OPT 03
NSE:FMNL,10.55,Future Market Networks Limited
NSE:FMNL-EQ,NaN,FUTURE MKT NETWORK INR10
NSE:SGFL,NaN,Shree Ganesh Forgings Limited
NSE:MMFL,904.15,MM Forgings Limited
NSE:FOSECOIND,1500,Foseco India Limited
NSE:FORTIS,267.3,Fortis Healthcare Limited
NSE:FORTIS-EQ,NaN,FORTIS HEALTHCARE LIMITED
NSE:HINDUJAFO,NaN,Hinduja Foundries Limited
NSE:ADFFOODS,978.25,ADF Foods Limited
NSE:RKFORGE,1164.8,Ramkrishna Forgings Limited
NSE:METALFORGE-EQ,NaN,METALYST FORGINGS INR10
NSE:LGBFORGE-EQ,NaN,LGB FORGE LIMITED
NSE:HERITGFOOD,478.35,Heritage Foods Limited
NSE:KALYANIFRG-BE,NaN,KALYANI FORGE INR10
NSE:METALFORGE,5.25,Metalyst Forgings Limited
NSE:KALYANIFRG-EQ,NaN,KALYANI FORGE INR10
NSE:PFOCUS-EQ,NaN,PRIME FOCUS LIMITED
NSE:PFOCUS,91.65,Prime Focus Limited
NSE:RELAXO-EQ,NaN,RELAXO FOOTWEARS LIMITED
NSE:RELAXO,1374,Relaxo Footwears Limited
NSE:SITASHREE-EQ,NaN,SITA SHREE FOOD PRODUCTS LIMITE
NSE:KOHINOOR-EQ,NaN,KOHINOOR FOODS LIMITED
NSE:HERITGFOOD-EQ,NaN,HERITAGE FOODS LTD INR10
NSE:HILTON,13.6,Hilton Metal Forging Limited
NSE:KOHINOOR,NaN,Kohinoor Foods Limited
NSE:VIMALOIL-EQ,NaN,VIMAL OIL & FOOD INR10
NSE:MMFL-EQ,NaN,MM FORGINGS LIMITED
NSE:LGBFORGE,6.85,LGB Forge Limited
NSE:SITASHREE-BE,NaN,SITA SHREE FOOD PR INR10
NSE:VIMALOIL,NaN,Vimal Oil & Foods Limited
NSE:SGFL-EQ,NaN,SHREE GANESH FORG INR10
NSE:SGFL-BE,NaN,SHREE GANESH FORG INR10
NSE:KALYANIFRG,200.95,Kalyani Forge Limited
NSE:FRL,NaN,Future Enterprises Limited
NSE:FRL-EQ,NaN,FUTURE ENTERPRISES INR2
NSE:HFCL,80.6,Himachal Futuristic Communications Limited
NSE:SC2RD-MF,NaN,SUNDARAM MUTUAL FU SEL SMALL CA
NSE:UCALFUEL,160.65,Ucal Fuel Systems Limited
NSE:UTRGESSRGR-MF,NaN,UTI MUTUAL FUND RGSS RET GROWTH
NSE:FRLDVR-EQ,NaN,FUTURE ENTERPRISES INR2 'B' (BO
NSE:HRGESSRG2-MF,NaN,HDFC MUTUAL FUND HDFC-RAJ GANDH
NSE:RELNIFTY-EQ,NaN,RELIANCE MUTUAL FD R NIFTY DIVI
NSE:UTCPOSRGR1-MF,NaN,UTI MUTUAL FUND CAP PRO OR IV-I
NSE:RD366D38RG-MF,NaN,SBI MUTUAL FUND DEBT 366D 38 RE
NSE:HCPO36MSRG-MF,NaN,HDFC MUTUAL FUND CAP PRO 36M RE
NSE:SMCSRIIIRD-MF,NaN,SUNDARAM MUTUAL FU MICROCAP III
NSE:HCPO36MORG-MF,NaN,HDFC MUTUAL FUND SR I-36M OCT 2
NSE:FRLDVR,NaN,FUTURE ENTERPRISES INR2 'B' (BO
NSE:ISENSEX-EQ,NaN,ICICI PRUDENTIAL A ICICI PRUDEN
NSE:IGL,505.85,Indraprastha Gas Limited
NSE:GABRIEL,155.8,Gabriel India Limited
NSE:GALLISPAT,53.5,Gallantt Ispat Limited
NSE:GATI,148.3,Gati Limited
NSE:GUJGASLTD-EQ,NaN,GUJARAT GAS LIMITE INR10 NEW
NSE:GUJGASLTD,641.7,GUJARAT GAS LIMITE INR10 NEW
NSE:GARDENSIL,NaN,Garden Silks Mills Ltd.
NSE:GAIL-EQ,NaN,GAIL (INDIA) LIMITED
NSE:GAMMNINFRA-EQ,NaN,GAMMON INFRASTRUCT INR2
NSE:GUJGASLTD-BE,NaN,Gujarat Gas Limited
NSE:KITEX-EQ,NaN,KITEX GARMENTS LIMITED
NSE:GAMMNINFRA,NaN,Gammon Infrastructure Projects Limited
NSE:GANDHITUBE,440,Gandhi Special Tubes Limited
NSE:SVOGL-EQ,NaN,SVOGL OIL GAS AND INR10
NSE:GALLANTT-EQ,NaN,GALLANTT METAL LIMITED
NSE:ONGC-EQ,NaN,OIL & NATURAL GAS CORPORATION L
NSE:GAMMONIND,NaN,Gammon India Limited
NSE:ONGC,162.8,Oil and Natural Gas Corporation Limited
NSE:GARDENSILK,NaN,Garden Silk Mills Limited
NSE:SGJHL,NaN,Shree Ganesh Jewellery House (I) Limited
NSE:GANGOTRI-EQ,NaN,GANGOTRI TEXTILE INR5(POST SUBD
NSE:INTEGRA,4.5,Integra Garments and Textiles Limited
NSE:GANESHHOUC-EQ,NaN,GANESH HOUSING CP INR10(DEMAT)
NSE:SHIV-VANI,NaN,SVOGL Oil Gas and Energy Limited
NSE:INTEGRA-EQ,NaN,INTEGRA GARMENTS A INR3
NSE:GANGOTRI,1.15,Gangotri Textiles Limited
NSE:GAYAPROJ,49.5,Gayatri Projects Limited
NSE:GARWALLROP-EQ,NaN,GARWARE WALL ROPES INR10
NSE:GARWALLROP,NaN,Garware-Wall Ropes Limited
NSE:UPERGANGES,NaN,Upper Ganges Sugar & Industries Limited
NSE:GALLISPAT-EQ,NaN,GALLANTT ISPAT LIMITED
NSE:INTEGRA-BE,NaN,INTEGRA GARMENTS A INR3
NSE:GALLANTT,78.85,Gallantt Metal Limited
NSE:GANGOTRI-BE,NaN,GANGOTRI TEXTILE INR5(POST SUBD
NSE:GENUSPOWER,86.2,Genus Power Infrastructures Limited
NSE:GEMINI,NaN,Gemini Communication Limited
NSE:LYPSAGEMS,5.35,Lypsa Gems & Jewellery Limited
NSE:GEINDSYS,NaN,GEI Industrial Systems Limited
NSE:GENUSPOWER-EQ,NaN,GENUS POWER INFRA INR1
NSE:GENESYS,286,Genesys International Corporation Limited
NSE:GEOMETRIC,NaN,Geometric Limited
NSE:GENUSPAPER-BE,NaN,Genus P&B Limited
NSE:SHANTIGEAR,164.5,Shanthi Gears Limited
NSE:MOTOGENFIN,25.3,The Motor & General Finance Limited
NSE:MOTOGENFIN-BE,NaN,MOTOR & GENERAL FINANCE L
NSE:MOTOGENFIN-EQ,NaN,MOTOR & GEN FINANC INR10
NSE:LYPSAGEMS-EQ,NaN,LYPSA GEMS & JEWEL INR10
NSE:HITECHGEAR,262.15,The Hi-Tech Gears Limited
NSE:GEMINI-EQ,NaN,GEMINI COMM LTD INR1
NSE:GEOMETRIC-EQ,NaN,GEOMETRIC LIMITED
NSE:SHANTIGEAR-EQ,NaN,SHANTHI GEARS INR1
NSE:GITANJALI,NaN,Gitanjali Gems Limited
NSE:GITANJALI-EQ,NaN,GITANJALI GEMS LIMITED
NSE:GHCL,464.85,GHCL Limited
NSE:GHCL-EQ,NaN,GHCL LIMITED
NSE:PNBGILTS,69.2,PNB Gilts Ltd.
NSE:GIPCL,98.3,Gujarat Industries Power Company Limited
NSE:GIRRESORTS-IT,NaN,GIR Natureview Resort Ltd
NSE:GISOLUTION-EQ,NaN,GI ENGINEERING SOL INR10
NSE:GISOLUTION-BE,NaN,GI ENGINEERING SOLUTIONS LTD IN
NSE:GIRRESORTS-EQ,NaN,GIR NATUREVIEW RES INR10
NSE:GILLETTE-EQ,NaN,GILLETTE INDIA LIMITED
NSE:GIRRESORTS,119.95,GIR Natureview Resorts Limited
NSE:GINNIFILA,34.7,Ginni Filaments Limited
NSE:GISOLUTION,3.95,GI Engineering Solutions Limited
NSE:GILLETTE,5860.05,Gillette India Limited
NSE:GKWLIMITED-EQ,NaN,GKW LIMITED INR10
NSE:GKWLIMITED,683,GKW Limited
NSE:GLOBUSSPR,1461.2,Globus Spirits Limited
NSE:GLENMARK,522.8,Glenmark Pharmaceuticals Limited
NSE:GLAXO,1490.8,GlaxoSmithkline Pharmaceuticals Limited
NSE:SGL-EQ,NaN,STL GLOBAL LTD INR10
NSE:INDIAGLYCO,933,India Glycols Limited
NSE:GLENMARK-EQ,NaN,GLENMARK PHARMACEUTICALS LIMITE
NSE:SEZAL-EQ,NaN,SEZAL GLASS INR10
NSE:VAIBHAVGBL-EQ,NaN,VAIBHAV GLOBAL LTD INR10
NSE:SEZAL,NaN,Sejal Glass Limited
NSE:ONMOBILE-EQ,NaN,ONMOBILE GLOBAL LIMITED
NSE:SPHEREGSL,NaN,Sphere Global Services Limited
NSE:GLOBOFFS,NaN,Global Offshore Services Limited
NSE:SGL,15.85,STL Global Limited
NSE:ONMOBILE,125.45,OnMobile Global Limited
NSE:GLOBALVECT-EQ,NaN,GLOBAL VECTRA HELI INR10
NSE:SGL-BE,NaN,STL GLOBAL LTD INR10
NSE:HINDNATGLS,36.1,Hindusthan National Glass & Industries Limited
NSE:GLODYNE-BE,NaN,GLODYNE-BE.NS
NSE:GLOBALVECT,57.65,Global Vectra Helicorp Limited
NSE:GLFL-EQ,NaN,GUJARAT LEASE INR10
NSE:GLODYNE-BZ,NaN,GLODYNE TECHNOSERVE LTD.
NSE:GSKCONS,NaN,GlaxoSmithKline Consumer Healthcare Limited
NSE:SPHEREGSL-EQ,NaN,SPHERE GLOBAL SERV INR10
NSE:HGS,2841,Hinduja Global Solutions Limited
NSE:SEZAL-BE,NaN,SEZAL GLASS INR10
NSE:GLODYNE,NaN,Glodyne Technoserve Limited
NSE:PGIL,307.95,Pearl Global Industries Limited
NSE:HGS-EQ,NaN,HINDUJA GLOBAL SOLUTIONS LIMITE
NSE:GMBREW,827.5,G.M.Breweries Limited
NSE:GMDCLTD,78,Gujarat Mineral Development Corporation Limited
NSE:GMRINFRA-EQ,NaN,GMR INFRASTRUCTURE LIMITED
NSE:GMRINFRA,43.75,GMR Infrastructure Limited
NSE:GODREJIND,576,Godrej Industries Limited
NSE:GPIL,1424.5,Godawari Power & Ispat Limited
NSE:GODREJCP,1040,Godrej Consumer Products Limited
NSE:GOKUL,27.7,Gokul Refoils & Solvent Ltd
NSE:GTOFFSHORE,NaN,GOL Offshore Limited
NSE:GOLDENTOBC,155.1,Golden Tobacco Limited
NSE:GOLDINFRA-EQ,NaN,GOLDSTONE INFRATECH LIMITED
NSE:RELIGAREGO-EQ,NaN,INVESCO MUTUAL FUND
NSE:GOACARBON-EQ,NaN,GOA CARBON LIMITED
NSE:GOLDTECH-EQ,NaN,GOLDSTONE TECHNOLOGIES LT
NSE:GOCLCORP,358.4,GOCL CORPORATION L INR2
NSE:GOLDENTOBC-EQ,NaN,GOLDEN TOBACCO LTD INR10 (DEMAT
NSE:SHIRPUR-G-EQ,NaN,SHIRPUR GOLD REFINERY LIMITED
NSE:SHIRPUR-G,4.95,Shirpur Gold Refinery Limited
NSE:SETFGOLD-EQ,NaN,SBI MUTUAL FUND SBI-ETF GOLD
NSE:GOLDINFRA,NaN,Goldstone Infratech Limited
NSE:GOLDTECH,40.05,Goldstone Technologies Limited
NSE:GOLDIAM,983.4,Goldiam International Limited
NSE:SETFGOLD,4204,SBI MUTUAL FUND SBI-ETF GOLD
NSE:GOCLCORP-EQ,NaN,GOCL CORPORATION L INR2
NSE:GODREJCP-EQ,NaN,GODREJ CONSUMER PRODUCTS LIMITE
NSE:GODREJPROP,2487.6,Godrej Properties Limited
NSE:GOLDIAM-EQ,NaN,GOLDIAM INTERNATIONAL LIMITED
NSE:GOODLUCK,305.9,Goodluck India Limited
NSE:RELGOLD-EQ,NaN,RELIANCE CAPITAL A R SHARES GOL
NSE:GODFRYPHLP,1347.05,Godfrey Phillips India Limited
NSE:GOODLUCK-EQ,NaN,GOODLUCK INDIA LTD INR2
NSE:GULFCORP-EQ,NaN,GULFCORP-EQ.NS
NSE:GPPL,113.05,Gujarat Pipavav Port Limited
NSE:GULFPETRO-EQ,NaN,GP PETROLEUMS LTD INR5
NSE:GULFPETRO,54.65,GP Petroleums Limited
NSE:SAHPETRO,NaN,GP Petroleums Limited
NSE:GREAVESCOT,141.65,Greaves Cotton Limited
NSE:GRANULES,324.95,Granules India Limited
NSE:SOFTTECHGR,NaN,STG Lifecare Limited
NSE:INVENTURE-EQ,NaN,INVENTURE GROWTH & SECURITIES L
NSE:GSS-BE,NaN,GSS INFOTECH LTD INR10
NSE:GSS,83.55,GSS Infotech Limited
NSE:GTLINFRA,1.75,GTL Infrastructure Limited
NSE:GTL,14.75,GTL Limited
NSE:GTNIND,NaN,GTN Industries Limited
NSE:GTL-EQ,NaN,GTL LIMITED
NSE:GTNTEX,8.25,GTN Textiles Limited
NSE:GTNTEX-EQ,NaN,GTN TEXTILES INR10
NSE:GUJNREDVR-EQ,NaN,GUJARAT NRE COKE LIMITED
NSE:GULFOILLUB-EQ,NaN,GULF OIL LUBRICANT INR2
NSE:GULFOILLUB,592.65,Gulf Oil Lubricants India Limited
NSE:GUJNREDVR,NaN,Gujarat NRE Coke Ltd.
NSE:GULPOLY,330.8,Gulshan Polyols Limited
NSE:TIMESGTY,53.25,Times Guaranty Ltd.
NSE:GUJNRECOKE,NaN,Gujarat NRE Coke Ltd.
NSE:TIMESGTY-EQ,NaN,TIMES GUARANTY LIMITED
NSE:GVKPIL,2.5,GVK Power & Infrastructure Limited
NSE:GVKPIL-EQ,NaN,GVK POWER & INFRASTRUCTURE LIMI
NSE:TAJGVK,151.2,TAJGVK Hotels & Resorts Limited
NSE:HANUNG,NaN,Hanung Toys and Textiles Limited
NSE:HAVELLS-EQ,NaN,HAVELLS INDIA LIMITED
NSE:HARRMALAYA,186.05,Harrisons Malayalam Limited
NSE:HARITASEAT,NaN,Harita Seating Systems Limited
NSE:HARITASEAT-EQ,NaN,HARITA SEATING SYSTEMS LIMITED
NSE:HAVELLS,1468.15,Havells India Limited
NSE:HBLPOWER,59,HBL Power Systems Limited
NSE:HBSTOCK,NaN,HB Stockholdings Limited
NSE:HBSTOCK-EQ,NaN,HB STOCKHOLDINGS INR10
NSE:HCLTECH,1229.9,HCL Technologies Limited
NSE:HCL-INSYS-EQ,NaN,HCL INFOSYSTEMS INR2
NSE:HCG,256.6,HealthCare Global Enterprises Limited
NSE:HCL-INSYS,14.15,HCL Infosystems Limited
NSE:HDFC-EQ,NaN,HOUSING DEVELOPMENT FINANCE COR
NSE:HDFCSENETF-EQ,NaN,HDFC MUTUAL FUND SENSEX ETF
NSE:HDFCNIFETF-EQ,NaN,HDFC MUTUAL FUND NIFTY ETF
NSE:HDFCBANK-IL,NaN,HDFC BANK INR2
NSE:HEIDELBERG,259.85,HeidelbergCement India Limited
NSE:TTKHLTCARE-EQ,NaN,TTK HEALTHCARE INR10
NSE:HELIOSMATH-BZ,NaN,HELIOS & MATHINFTECH LTD.
NSE:HECPROJECT-SM,NaN,HEC INFRA PROJECTS INR10
NSE:HELIOSMATH-BE,NaN,HELIOS & MATHINFTECH LTD.
NSE:HEG,2369.55,HEG Limited
NSE:SYNCOM-EQ,NaN,SYNCOM HEALTHCARE LIMITED
NSE:HEXATRADEX,173.75,Hexa Tradex Limited
NSE:HERCULES-EQ,NaN,HERCULES HOISTS LIMITED
NSE:HEIDELBERG-EQ,NaN,HEIDELBERGCEMENT INDIA LIMITED
NSE:HERCULES,148.3,Hercules Hoists Limited
NSE:TTKHLTCARE,685.3,TTK HEALTHCARE INR10
NSE:HEROMOTOCO,2939.1,Hero MotoCorp Limited
NSE:HEXAWARE-EQ,NaN,HEXAWARE TECHNOLOGIES LIMITED
NSE:HEXAWARE,NaN,Hexaware Technologies Limited
NSE:HEXATRADEX-EQ,NaN,HEXA TRADEX LTD INR2
NSE:HECINFRA-IT,NaN,HEC Infra Projects Ltd
NSE:HINDMOTORS,17.3,Hindustan Motors Limited
NSE:HINDPETRO-EQ,NaN,HINDUSTAN PETROLEUM CORPORATION
NSE:HINDCOMPOS,326.95,Hindustan Composites Limited
NSE:HMVL-EQ,NaN,HINDUSTAN MEDIA VENTURES LIMITE
NSE:HITECHPLAS,NaN,Hitech Corporation Limited
NSE:HINDMOTORS-EQ,NaN,HINDUSTAN MOTORS INR5
NSE:HINDCOPPER,141.8,Hindustan Copper Limited
NSE:HIKAL,516.55,Hikal Limited
NSE:HINDCOPPER-EQ,NaN,HINDUSTAN COPPER LIMITED
NSE:HITECH-SM,NaN,HI TECH PIPES LTD INR10
NSE:BAJAJHIND,15.05,Bajaj Hindusthan Sugar Limited
NSE:HITACHIHOM,NaN,Johnson Controls - Hitachi Air Conditioning India Limited
NSE:SRHHYPOLTD-EQ,NaN,SREE RAYALASEEMA H INR10
NSE:HOCL-EQ,NaN,HINDUSTAN ORGANIC CHEMICALS LIM
NSE:HINDALCO,537.95,Hindalco Industries Limited
NSE:HINDSYNTEX,NaN,Hind Syntex Limited
NSE:SUNILHITEC,NaN,Sunil Hitech Engineers Limited
NSE:HIKAL-EQ,NaN,HIKAL LIMITED
NSE:SUNILHITEC-EQ,NaN,SUNIL HITECH ENGIN INR1
NSE:HIMATSEIDE,262.55,Himatsingka Seide Limited
NSE:HINDUNILVR-EQ,NaN,HINDUSTAN UNILEVER INR1
NSE:HINDSYNTEX-EQ,NaN,HIND SYNTEX INR10
NSE:HOCL,NaN,Hindustan Organic Chemicals Limited
NSE:BAJAJHLDNG,4747,Bajaj Holdings & Investment Limited
NSE:UBHOLDINGS,NaN,United Breweries (Holdings) Limited
NSE:HMT,30.3,HMT Limited
NSE:PNEUMATIC-BE,NaN,Pneumatic Holdings Ltd
NSE:NH-EQ,NaN,NARAYANA HRUDAYALA INR10
NSE:NH,514.55,Narayana Hrudayalaya Limited
NSE:HSIL,241.65,HSIL Limited
NSE:HSIL-EQ,NaN,HSIL LIMITED
NSE:HTMEDIA,26.55,HT Media Limited
NSE:INDIANHUME,204.9,The Indian Hume Pipe Company Limited
NSE:PAPERPROD,NaN,Huhtamaki PPL Limited
NSE:HUSYS,NaN,Husys Consulting Limited
NSE:HUBTOWN,38.15,Hubtown Limited
NSE:IBULHSGFIN-EQ,NaN,INDIABULLS HOUSING INR2
NSE:IBVENTURES-EQ,NaN,INDIABULLS VENTURE INR2
NSE:IBVENTURES,NaN,Indiabulls Ventures Limited
NSE:ICICIBANK-EQ,NaN,ICICI BANK LIMITED
NSE:ICNX100-EQ,NaN,ICICI PRUDENTIAL A ICICI PRUDEN
NSE:INIFTY-EQ,NaN,ICICI PRUDENTIAL A NIFTY
NSE:ICSA-EQ,NaN,ICSA (INDIA) LIMITED
NSE:IPRU2317-MF,NaN,ICICI PRUDENTIAL A 73 830D J RE
NSE:ICRA,3699,ICRA Limited
NSE:ISENSEX,NaN,ICICI PRUDENTIAL A ICICI PRUDEN
NSE:IPRU-8484-MF,NaN,ICICIPRAMC - IPRU-8484
NSE:ICSA,NaN,ICSA (India) Limited
NSE:IDFC,55.4,IDFC Limited
NSE:IDBI-EQ,NaN,IDBI BANK LIMITED
NSE:IDFC-IL,NaN,IDFC LIMITED INR10
NSE:IDFCBANK-EQ,NaN,IDFC BANK LTD INR10
NSE:IDFCBANK-BE,NaN,IDFC Bank Limited
NSE:IFCI,14.2,IFCI Limited
NSE:IFBIND,1174.55,IFB Industries Limited
NSE:IFGLREFRAC,NaN,IFGL Refractories Limited
NSE:IFCI-EQ,NaN,IFCI LIMITED
NSE:IGARASHI,578.1,Igarashi Motors India Limited
NSE:IGPL-EQ,NaN,IG PETROCHEMICALS LIMITED
NSE:IGPL,880,I G Petrochemicals Limited
NSE:IITL,73,Industrial Investment Trust Limited
NSE:IIFL-EQ,NaN,IIFL HOLDINGS LTD INR2
NSE:IIFL,294.5,IIFL Holdings Limited
NSE:IITL-EQ,NaN,INDUSTRIAL INVESTMENT TRUST LIM
NSE:IVC-EQ,NaN,IL&FS INVESTMENT MANAGERS LIMIT
NSE:IL&FSENGG,4.95,IL&FS Engineering and Construction Company Limited
NSE:IL&FSTRAN,NaN,IL&FS Transportation Networks Limited
NSE:IVC,6.3,IL&FS Investment Managers Limited
NSE:IL&FSTRANS,3.85,IL&FS Transportation Networks Limited
NSE:SIIL-SM,NaN,SUPREME (INDIA) IM INR10
NSE:INDLMETER,13.2,IMP Powers Limited
NSE:IOB,22.8,Indian Overseas Bank
NSE:IOC,137.15,Indian Oil Corporation Limited
NSE:IPCALAB-IL,NaN,IPCA LABORATORIES INR2
NSE:IPCALAB-EQ,NaN,IPCA LABORATORIES LIMITED
NSE:IPCALAB,2426.5,Ipca Laboratories Limited
NSE:IPAPPM,NaN,International Paper APPM Limited
NSE:TATASPONGE-EQ,NaN,TATA SPONGE IRON INR10
NSE:TATASPONGE,NaN,Tata Sponge Iron Limited
NSE:JISLJALEQS-EQ,NaN,JAIN IRRIGATION INR2
NSE:SUNFLAG,85.7,Sunflag Iron And Steel Company Limited
NSE:ISFT-BE,NaN,ISFT-BE.NS
NSE:ISMTLTD,36.5,ISMT Limited
NSE:ISFT,149.75,IntraSoft Technologies Limited
NSE:SATHAISPAT-EQ,NaN,SATHAVAHANA ISPAT LIMITED
NSE:SMLISUZU,626,SML Isuzu Limited
NSE:SATHAISPAT,3.25,Sathavahana Ispat Limited
NSE:ISMTLTD-EQ,NaN,ISMT LTD INR5
NSE:SOUISPAT,NaN,SOUTHERN ISPAT & ENGY LTD INR10
NSE:ITC,261.5,ITC Limited
NSE:PILIND-EQ,NaN,PILIND-EQ.NS
NSE:PILITA-EQ,NaN,PIL ITALICA LIFEST INR1
NSE:PILIND,NaN,PIL Italica Lifestyle Limited
NSE:ITI,127.95,ITI Limited
NSE:PILITA,7.4,PIL ITALICA LIFESTYLE LIMITED
NSE:ITC-EQ,NaN,ITC LIMITED
NSE:IVRCLINFRA,NaN,IVRCL Limited
NSE:IVRCLINFRA-EQ,NaN,IVRCL LIMITED
NSE:IVP,118.4,IVP Limited
NSE:IZMO-EQ,NaN,IZMO LIMITED INR10
NSE:IZMO,96.5,IZMO Limited
NSE:JAGSNPHARM,164,Jagsonpal Pharmaceuticals Limited
NSE:JAINSTUDIO-BE,NaN,JAIN STUDIOS LTD
NSE:JAINSTUDIO,2.3,Jain Studios Limited
NSE:JAYNECOIND,26.65,Jayaswal Neco Industries Limited
NSE:JAYSREETEA-EQ,NaN,JAYSHREE TEA INR5
NSE:JAICORPLTD-EQ,NaN,JAI CORP LIMITED
NSE:JAINSTUDIO-EQ,NaN,JAIN STUDIOS INR10
NSE:JAYSREETEA,110.4,JAYSHREE TEA INR5
NSE:JPINFRATEC,2.25,Jaypee Infratech Limited
NSE:JBMA-EQ,NaN,JBM AUTO LTD INR5
